title,rating,stars
欢喜盈门,7.0分,"潘长江,赵达,王翊丹,于莉红"
我怕来不及,2.8分,"唐曾,徐小飒,王丽云,梅婷,王沐霖,李云飞"
推手,3.1分,"贾乃亮,王鸥,刘欢,边潇潇,王劲松,李天柱,吴昕,万思维,戴春荣"
我心深触,5.6分,"周澄奥,王可如,李茂,崔心心,王新"
在远方,6.6分,"刘烨,马伊琍,梅婷,保剑锋,曾黎,程煜,郑奇,薛皓文,冯国庆,王文娜,梁丽,程实,孟令卓,汪芮好,王伟华,张莉,王艺甜,杨洪武,卢杰君,鲁霖,李悦溪,张恪维,施小菊,陶然"
天下无诈,8.0分,"郭晓东,徐悦,王茜,巴图,付嘉,戚九洲,薛皓文,丁志城,冯可"
外交风云,6.0分,"唐国强,孙维民,郭连文,王伍福,卢奇,董勇,谷伟,罗蓬,陈姗姗,黄薇,王智慧,杨童舒,司晓红,马晓伟,王辉,文馨,张再新,张页石,于洋,侯祥玲,周建鹏,郑锡龙,王卓,王之民,王荧欣,傅大勇,王雅捷,黑妹,黄冲,严晓频,刘恺威,徐百慧,杨奇鸣,赵秦,刘梦珂,宋禹,张琳,标马,王铂清,吴佟,肖艺,鞠红宇,于俭,黄继鹏,齐纪深,赵燕国彰,文森特·马蒂尔,柯国庆,高岛真一"
主妇也要拼,6.0分,"曾黎,范明,代乐乐,大左,解惠清,牛宝军"
不负时光,3.5分,"安悦溪,邢昭林,朱颜曼滋,程枫"
一场遇见爱情的旅行,6.2分,"陈晓,景甜,何明翰,秦杉,李菁,王策,管梓净,刘威,丁勇岱,刘奕君,那威"
空降利刃,6.7分,"贾乃亮,邢佳栋,李纯,张赫,刘峰超,王韬,陈方舟,庄小龙,邹俊百"
爱在梦醒时分,6.0分,陆元 / 俞逸夫 / 仟承 / 李冰冰 / 宣以豪
飞行少年,4.9分,"严屹宽,范世錡,孙铱,李墨之,杨仕泽,王浩钧"
酋长的男人,6.9分,"张雅钦,任宥纶,陈希郡,予辰,节冰,江鹏,黄雨权,于果儿"
走进你的记忆,5.4分,"赵志伟,宋妍霏,钟祺,汪卓成,吴恙"
没有秘密的你,6.1分,"戚薇,金瀚,王阳明,黄梦莹,黄一琳,吴亚衡,黄征,张瑞,张绍刚,邓恩熙"
暗黑者3,6.3分,"郭京飞,李倩,魏千翔,曲少石,杜若溪,胡耘豪,赵茜,朱杰,王闯,王菁,宿北宸"
明月照我心,6.3分,"方逸伦,凌美仕,张博涵,周紫馨,董岩磊,王浩歌,廖慧佳,廖彦龙,李金阳,关畅,张垒,刘晓靓,倪寒尽"
暹罗密码,4.9分,"谢彬彬,王洋,曾江,马丁,骆达华,许绍雄,骆应钧,维他亚·潘斯林加姆,洪诗,郭威,庄夏播,黄婉婷"
天真派武林外传,7.0分,"郭飞歌,陈禹同,陈舒宜,王舒瑶,李淏东,方东海"
大宋北斗司,5.3分,"徐可,代露娃,张雨剑,黄灿灿,王森,黄恺杰,周华,李晟烨,张净桐,宋涵宇,朱嘉镇,高宇蓁,苗雅宁,牛志强,柳秉钰,贺彬,张艺骞,钟卫华"
国民老公2,8.0分,"熊梓淇,赖雨濛,虞祎杰,陈姝君,陈雨成,陈诗敏,于美红,蔡荣,张力文,陈盈燕"
九千米爱情,7.0分,"王以纶,李婷婷,张奕聪,夏之光,刘洛汐,高承一,李建,贾乃亮,李晟,李俊锋"
兵圣,7分,"朱亚文,胡静,许还幻,何琢言,赵毅,陆建艺"
长征,6.0分,"唐国强,刘劲,王伍福,陈道明"
三体,6.7分,张鲁一 / 于和伟 / 陈瑾 / 王子文 / 林永健 / 李小冉
三体真人版,8.3分,"张鲁一,于和伟,陈瑾,王子文,林永健,李小冉,张帆,白客,涂松岩,寇振海,王传君,何杜娟,赵健,张峻宁,马东,高亚麟,季晨,梁振华,唐家三少,郭靖宇,江南,侯鸿亮"
我的老板为何那样,6.3分,刘胤君 / 张沐兮 / 赵奂然 / 马倩倩 / 余衍隆 / 张琛
画江湖之换世门生,6.0分,"秦晓轩,王奕婷,夏楠,陈涛,李淑婷,龙水婷,白冰可"
七小汪警犬队,7.0分,"王韬,童苡萱,国永振,郭晓峰,石兆琪,白红标"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
班淑传奇,6.6分,"景甜,张哲瀚,李心艾,李佳航,李晟,付辛博"
寒枝折不断,5.0分,"朱丽岚,李菲,张景昀,周微,赵一霖,骆翰祺,李文茹"
仙尊，今天洗白了吗,7.0分,内详
公子贵姓,6.0分,"金沫汐,蒙恩,吴承泽,蔡祥宇,叶舒予"
脸盲少女的未知爱情,8.0分,"段奥娟,陈博豪,吕昀峰,沈莹,熊稳稳,张心怡"
代号十三钗,8.0分,"韩雪,李依馨,邱枫"
迟到的初恋,8.0分,王晟云 / 孟欢 / 曲羿成 / 诺米娜
王府软萌小刺客,7.0分,杨馥羽 洋懿
卫子夫,5.7分,"王珞丹,林峯,周励淇,徐正溪,俞小凡,陈莎莉,沈泰"
虫图腾,7.0分,张铭恩 / 胡冰卿 / 吕昀峰 / 阿丽亚 / 张家鼎 / 丁翔南
沉默的真相,9.0分,"廖凡,白宇,谭卓,宁理,黄尧,赵阳,田小洁,王建国,吕晓霖,赵圆瑗,曹卫宇,陆思宇,牛超,何其炜,张垒,赵雷棋,陈维涵"
米小圈上学记,9.0分,"郭赫轩,吴彦坤,黄洪铮,陈芷琰,刘思妍,冯嘉智,赵艺阳"
恭喜发财2,8.0分,孙越 / 程琢 / 翟一莹 / 何淼淼 / 马增林 / 阿拉木斯 / 刘萨萨 / 刘伟明
正者无敌,7.6分,"陈宝国,陈数,陈月末,张檬,唐一菲,姚刚,杨猛,修宗迪,米学东,赵奎娥,张一鸾,钱志"
公子不可求,8.0分,刘奕畅 / 徐若晗 / 夏宁骏 / 秦杉 / 王嘉萌 / 金翀 / 何聪睿 / 于昕仡 / 徐宏杰 / 杨俊生 / 高天妮 / 周士原
主妇的反击,7.0分,"初五,金鑫"
妙手,8.0分,"黄宗泽,张艺上,王瑞昌,孙耀琦,梁冠华,易大千,包上恩"
特种兵之火凤凰DVD版,7.0分,"徐佳,刘晓洁,安雅萍,程愫,杨舒,任柯诺,赵荀,李飞,郝率,万茜,甘露,童苡萱,洪卫,姜艺声,何达,闪媛媛,郭艳,侯勇,刘金山,任天野,吴京安"
少林武王,7.6分,"吴京,法提麦·雅琦,计春华,淳于珊珊,许还山,黄奕"
宰相刘罗锅,8.2分,"李保田,张国立,王刚,邓婕,李丁"
武神赵子龙,3.7分,"林更新,林允儿,贾青,邹兆龙,于荣光,赵樱子"
甘十九妹,7.9分,"张子健,杨曼琴,颜丙燕,刘玉华,曲宝刚"
拜托了！别宠我第四季,5.0分,张淼怡 / 金贤正 / 普普 / 王子菲 / 唐浩 / 王龙 / 韩佳卉 / 汪颖菲 / 周千筱 / 马倩倩 / 于秉池
凉小姐的璀璨热恋,7.0分,王俊哲、金迪、李善宇、李佩珊
夏日不宜入爱河,8.0分,"王钧浩,白昕怡,郭康敏,姚安妮,郑为之,周蓉倩"
凉小姐的璀璨热,6.7分,王俊哲、金迪、李善宇、李佩珊
侍酒令,7.0分,"陈柏融,余衍隆,杨超文,区天瑞,孙雪宁,靳文,杨志雯,冯荔军,严子贤,李佳琛"
浮图缘,8.6分,"王鹤棣,陈钰琪,何润东,曾黎,鹤男,王栎鑫,关畅,韩浩天,程梓"
去有风的地方,7.8分,"刘亦菲,李现,胡冰卿,牛骏峰,吴彦姝,董晴,范帅琦,马梦唯,赵子琪,马伯全,杨昆,崔奕,傅迦,张磊,郝文婷,赵培琳,李伟龙,涂松岩,郝平,龚蓓苾,姚安娜,史彭元,刘美含,焦刚,赵婧祎,徐子力,陈笑含,彭必瑶,王天宇,程媛媛,程子昕"
临界天下,7.0分,"郑元畅,张铭恩,黄梦莹,季晨,熊乃瑾,朱杰"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
少年歌行,7.3分,李宏毅 / 刘学义 / 林博洋 / 敖瑞鹏 / 李欣泽 / 戴燕妮 / 邓凯 / 范津玮 / 张维娜 / 沙漩 / 丁勇岱 / 何中华 / 于波 / 章呈赫 / 何晟铭 / 董璇 / 游本昌 / 白澍 / 曹煜辰 / 李若嘉 / 赵文浩 / 晋松 / 门东毅 / 杜俊泽 / 程梓 / 郑媛元 / 杨超然 / 言杰 / 田蕾希 / 王岗 / 扈帷 / 马
破晓东方,7.0分,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 唐国强 / 刘劲 / 卢奇 / 贺刚
破晓东方网络版,7.0分,张嘉益 / 刘涛 / 李泽锋 / 乔振宇 / 冯绍峰 / 唐国强 / 刘劲 / 卢奇 / 贺刚
少年歌行2022,8.3分,"李宏毅,刘学义,林博洋,敖瑞鹏,李欣泽,戴燕妮,范津玮,邓凯"
纵有疾风起,4.0分,"靳东,宋佳,田雨,杨玏,孙淳,倪大红,梁静,辛芷蕾,沙宝亮,张铎,朱珠,张瑶,周劢劼,王玉雯,曹曦文,李洪涛,刘斌,杨昆,曾黎,海一天"
平原上的摩西,7.0分,"董子健,海清,邱天,艾敬,宝石Gem,张晨,梁景东,王铮,郑昊森,张夏萌"
你好，昨天,8.6分,郭俊辰 / 任敏 / 孙伊涵 / 张志浩 / 姜冠南 / 李星辰 / 陈奕丞 / 海铃 / 李崇霄 / 于慧 / 刘竹 / 张延 / 霍青 / 田玲 / 曹翠芬 / 张宛庭 / 李梦男 / 李晓红 / 于滨 / 魏大鸣 / 徐为平 / 马鑫 / 卢秋宏
三生缘起是清欢,7.0分,"杨泽,林妍柔,孙延恩,曹君豪"
城主是我的,6.0分,鲁照华 朱致灵 严若曦 赫楚
原来是你,8.0分,"张轩睿,罗予彤,刘凯,程梓,潘启言,刘锐,黄淏楠,王伊澜,秦艺嘉,蒋典,刘旭,王宣予,党涛,翟星月,王康"
玫瑰骑士,7.0分,"李淑婷,秦晓轩,陈涛,李欢,白冰可,梁国栋,刘坦,黄露露"
青春正好,7.0分,王一哲 / 叶祖新 / 何蓝逗 / 邬立朋 / 昌隆 / 王艺哲 / 宁心 / 安冬 / 崔雨鑫 / 郭家诺
青春正好2022,7.0分,"王一哲,叶祖新,何蓝逗,邬立朋,昌隆,王艺哲,宁心,安冬,崔雨鑫,郭家诺"
江湖少年诀,8.0分,"陈俊宇,李沛洋,周微,张初一"
太极宗师,8.2分,"吴京,樊亦敏,于海,惠英红,周比利,徐向东,王群,杨洁玫,李进荣,寇占文,成奎安,杜玉明"
对我而言危险的他,7.1分,李墨之 / 樊治欣 / 李奕臻 / 常喆宽 / 李欣燃 / 王旭东
飞虎神鹰,6.5分,"张子健,梁冠华,曲栅栅,苑冉,刘蕾,郑楠,钱雁秋,刘亚津,李羲儿,郑诚,苏皓,须乾,杨增元,王心圣,赵军凯"
爹妈满院,6.9分,"赵本山,小沈阳,沈春阳,宋小宝"
画江湖之不良人第二季,8.0分,李砚 / 曹赛亚 / 何依蔓 / 陈添祥 / 周微微
楚汉传奇,7.1分,"陈道明,何润东,秦岚,李依晓,杨立新,段奕宏,胡东,孙海英,霍青"
积极地生活吧,7.0分,"木子洋,吴幸键,屠芷莹,王若溪,张宇柠,张昕宇,吕思含,恩璟,张立秋"
积极的生活吧,8.5分,木子洋 / 吴幸键 / 屠芷莹 / 张宇柠
最亲爱的你,7.1分,"虞书欣,王妍之,何蓝逗,王薇,赵志伟"
别跟姐姐撒野,7.0分,"陆妍淇,杨泽,倪寒尽,郭嘉语"
幻影神针,6分,"于波,杨俊毅,温碧霞,梁小冰,连凯,李珊珊"
传奇之王,7.0分,"曾黎,柳云龙,雷佳音,万茜,王雅捷,午马,王德顺,徐程,米学东"
我是特种兵,8.1分,"谷智鑫,徐佳,刘晓洁,任天野"
长沙保卫战,6.0分,"张丰毅,郑昊,徐永革,佟瑞欣,周卫星,南吉,马晓明"
大唐来的苏无名,7.0分,"杨志刚,郜思雯,李祉默,牛宝军,张黎明,唐锡萍,何索,都钊,顾明漪,刘秦杉,牛北壬,马赫,姬晨牧,马亮"
首辅大人有读心术,7.0分, 邱鼎杰 管金麟 董晓旭 张意枂
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
我为儿孙当北漂,6.2分,"殷桃,涂松岩,韩童生,杜宁林,辛雨锡,李晓峰"
谷远山上有书院,7.0分,"丞磊,王雅佳,陈寰,刘锡明,王易丹,刘沐泽,吴博威,李子甜"
沸腾的群山,7.0分,"宋佳伦,孙俪"
向风而行,9.2分,"王凯,谭松韵,刘畅,晏紫东,邵羽柒,周奇奇,波子橙,刘钧,成泰燊,郭晓燃,王策"
闻香识心,8.0分,"杨业明,李佳佳,马昊,宁玥,李辛雨,韩佳卉"
时光与他恰是正好,6.0分,卢昱晓 / 吴俊霆 / 卢俊杰 / 肖雨 / 董子凡 / 黎明旭 / 张恒铭 / 胡嘉欣
时光与他，恰是正好,7.0分,"卢昱晓,吴俊霆,卢俊杰,肖雨,董子凡,黎明旭,张恒铭,胡嘉欣"
月歌行,7.3分,"张彬彬,徐璐,王佑硕,郑合惠子,王以纶,马月,张子健,吕行,张雅卓,刘泊霄,苗皓钧,王槊,林皓洋,冯满,李小胖,林辰涵,书亚信,闵健,李嘉辉,刘帅,李依伊,熊瑾怡,陈钰琪,陈紫函,林静"
剑网3万花小医仙,6.0分,"黄宥天,金璐莹,俐乐,何蕾"
剑网3·万花小医仙,8.0分,黄宥天 / 金璐莹 / 俐乐 / 何蕾 / 李征 / 黄鑫 / 徐逸轩
盲少爷的小女仆,7.0分,"林柏叡,严智超,吴骏超"
我迟到了那么多年,8.0分,"曹恩齐,肖然心,王钧浩,肖雨"
一双绣花鞋,7.0分,"孙俪,连奕名,钱勇夫,张潮,韩童生,谢娜,赵雪莲,王茜,李勤勤"
花间提壶方大厨,7.0分,"雷牧,蒋佳恩,常铖,胡琨"
花间提壶方大厨第二季,8.0分,"蒋佳恩,雷牧,常铖,胡琨,李晓红,朱佳希,曾希瑭,杨志雯,傅姝阳,罗四维"
红色,7.0分,"陶虹,张鲁一,周一围,李天柱,谢园,林栋甫,刘敏,李诚儒,林威,赵锦焘"
一双绣花鞋2022,8.0分,"淮文,叶可儿,于心妍,孔玉倩,刘家鹏,浦莎莎,石栩慈,杨紫渝,张天文,吴濠"
罗龙镇女人,7.0分,"黄维德,苗圃,赫子铭,李子雄,李肖宁"
爱情公寓2,8分,"娄艺潇,王传君,赵文琪"
心居,7.0分,"海清,童瑶,张颂文,冯绍峰"
五星红旗迎风飘扬,7.3分,"唐国强,陈建斌,郑国霖"
致命女人,7.0分,周颖 / 倪寒尽 / 孙淇渲 / 袁铭泽 / 骆言
刺蝶,2.6分,"陶宇佳,袁志博,孟醒,徐洪浩"
破冰行动,6.9分,"黄景瑜,吴刚,王劲松"
甜蜜暴击,2.6分,"鹿晗,关晓彤,裴子添,邵雨薇,李萌萌,赵越"
刘老根5,7.0分,"宋小宝,李静,闫学晶,赵本山,杨树林,程野,王小宝,孙小飞"
拜托了！别宠我,7.0分,"张淼怡,金贤正,赵熠洋"
拜托了！别宠我第二季,8.0分,"张淼怡,金贤正,赵熠洋"
拜托了！别宠我第三季,7.0分,张淼怡/金贤正/普普/韩佳卉/唐浩/孔宇翀/赵熠洋/赵广斌/蒋林静/王龙
一不小心喵上你,7.0分,"邢昭林,胡冰卿,李昀锐,胡嘉欣,王浩歌,王嘉宁"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
新少年包拯,6.0分,"金世康,何与,刘馨棋,肖添仁,曹艳艳,寇振海,张春仲,訾富尔,刘金,何禹均,王忠浩"
我可能遇到了救星,8.4分,"曾舜晞,梁洁,周子寒,李霖霏"
大码皇后要翻天,8.0分,高秋梓 包涵 韩强
鹤唳华亭,7分,"罗晋,李一桐,黄志忠,张志坚,苗圃,金瀚,郑业成,程小蒙,王劲松,郝蕾,刘德凯,王媛可,辛鹏,董春辉,鲍大志,王建国,冯波,王雨,邱心志,谭希和,郭鹏,夏楠,景岗山,陆妍淇,刘海蓝,王瑞子,刘怡潼,吴玉芳,王蔚,刘挺"
