title,rating,stars
金风玉露一相逢,7.0分,谭政 夏恒广
精英调查局,6.0分,刘年 王朝阳
好想和你在一起,8.0分,"季肖冰,张雅钦,李明德,周开开,许伟豪,杨雨潼,马栗"
和平之舟,7.0分,"陈坤,张天爱,张萌,余皑磊,王强,赵魏,尹昉"
河神2,7.0分,"金世佳,张铭恩,王紫璇,陈芋米,裴魁山,苇青,康恩赫,袁富华,唐以诺,王放,张子琪,党浩予,杨凯森,郭九龙,梁国荣,陈剑,冯齐,杨子骅,董向荣,崔尔康,朱子岩,李峥,何美璇,杨轶,查文浩,王蕴凡,谢雨霏,袁昊,范湉湉,屈刚,张鹏飞,蔡佩池,陈海龙,柳希龙,叶麒圣,热依娜,文森特·马蒂尔,三品,何坦,田里,赵建强,赵建伟,李莅樱,常犇,张鑫,张春仲,谭泉,王沛禄,董李无忧,李诗妍,李咏儿,陈媛媛,龚俊泽,康嘉烨,杜斌,石强,金娃,耿大勇,孔维德,龚金国,高志鹏,何磊,宋亚刚,蓝城,怀远,李斌,程枫,郭海涛,"
黑色灯塔,7.0分,",吴倩,杨玏,郑雅文"
嘿！你大事很妙,8.0分,"屠芷莹,吴宇恒,李侑西,姚望,谢帅"
后厨2012,7.0分,"小沈阳,海清,赵峥,任晓菲,姜彤"
红旗渠,7.0分,"于震,安悦溪,曾黎,徐光宇,马东延,李勤勤,寇振海,廖京生,许之糯,景乐,陈彻,徐申东,俞思远"
斛珠夫人,8.7分,"杨幂,陈伟霆,徐开骋,陈小纭,王森,袁雨萱"
浒门客栈第一季,7.0分,"爱戴,何沄伟,薛祺,杨钧丞,王禛"
浒门客栈第二季,6.0分,"何沄伟,爱戴,王禛,薛祺,杨钧丞"
好好聊天,8.0分,郑维国 蔡荣 苏国才 孙莹 黄一山 袁洁仪 王大宇
怪力少女的日常,7.0分,"江易轩,闪蓝桥,钱晓颖,豆梓,杨礼"
鬼子也疯狂2017,8.0分,苗皓钧 杜旭东 张丽君
贵公子的甜爱秘方,6.0分,吕松浩 龚芳妮
汉武大帝,7.0分,"陈宝国,焦晃,归亚蕾,陶虹,杨童舒,林静,沈保平,杜淳,宋晓英,马少骅"
反黑粤语,7.0分,"陈小春,陈国坤,李灿森,宋本中,陈惠敏,吴志雄,吴孟达,王合喜,彭敬慈,陈嘉桓,柯有伦,张建声,吴岱融,周群达,陈保元,何华超,姜文杰,李天翔,李忠希,黄伊汶,郑希怡,陈米麒,汤怡,郭奕芯,陈欣健,黄柏文,吴家丽,吴毅将,卢惠光,骏雄,黄树棠"
妃要出嫁,6.0分,"团团,文鸿毅,沈照程"
飞鸟集,7.0分,"徐璐,高至霆,邱赫南,淮文,予辰,文生,吴越,谢君豪,宋运成,谭凯,徐洁儿,林静,龙飞,徐崴罗,张隽溢,胡睿,孙婉婷,丁冠中,崔恩慈"
风起皇城,7.0分,夏广炎 杨婉玉
废柴兄弟2,7.7分,"王宁,修睿,魏梦,许瑶璇,王妍之,叶思齐,郭颖儿"
风起洛阳,8.0分,"黄轩,王一博,宋茜,宋轶,咏梅,刘端端,张铎,张俪,张晞临,高曙光,施羽,宁文彤,冯晖,郑家彬,蒋龙,张峻鸣,刘梦珂,刘恩佳"
浮尘下的枪声,8.0分,"张雷,扬子逸,刘冠成"
高能医少,8.0分,魏大勋 李昕芸 李泉
钢铁年代,8.3分,"陈宝国,冯远征,姜宏波,张译,阎娜,岳跃"
给你我的初次心动,7.0分,李书豪 金子璇
给我一个十八岁,6.0分,内详
东周列国·春秋篇,9.2分,"王绘春,林乃桢,郑强,何冰,修宗迪,张山,周继伟,杨静,丛林,蒋恺,常远,张炬,唐国强,谭宗尧,蒋勤勤,张光北,吴刚,胡军,初星一,奚美娟,蒋竹青,刘栋,鲍大志,龚丽君,杨立新,崔红红"
懂小姐,6分,"刘烨（女）,辛芷蕾,成毅,张晓龙,吴昕,邓紫棋,何炅,杜海涛,钱枫"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
独女君未见第二季,6.0分,"温茉言,王祖一,侯东,靳阳阳"
独女君未见第一季,7.0分,"温茉言,王祖一,侯东,靳阳阳,于杨梓,韩丹,牛志强,张净桐,徐雷智"
夺宝惊魂,8.0分,"边潇潇,马元,周舟,王亚彬"
夺金,7.0分,"郑凯,张逗逗,夏星,白恩,王璐,安维,董会平"
发酵吧，创业菌,8.0分,"祝向阳,袁伶嫣,骆俊帆,戚蓝尹,尚文答,周泰琪"
翻滚吧！我的大小姐,7.0分,张珍 徐元 张明
东山晴后雪,8.0分,"李溪芮,刘冬沁,崔绍涵,于笑,徐乐同"
嫡女未央,6.0分,团团
地雷战,3分,"吴樾,张立,冯海煜,王岗岗,LI,李珀"
帝都,6.0分,芊芊 萌萌哒天团 BAT男团
丁丁小姐,8.0分,成止微 韩依诺 张烨
炊事班的故事,6.0分,"洪剑涛,周小斌,毛孩,范明,姜超,沙溢"
错生,8.0分,姚望 杨业明 董又霖
大年初一立春,4.9分,"潘长江,倪景阳,张洪杰,马丽"
大唐小吃货,8.0分,"李子璇,刘润南,张航瑜,王璐,胡珊珊,李芯逸"
大唐小娘子第一季,8.0分,张苏鲁 柳禹安
大唐小娘子第二季,7.0分,柳禹安 张苏鲁
大唐小娘子第三季,8.0分,柳禹安 张苏鲁
当你恋爱时,8.0分,"蔡尧,卢佳,刘畅,李长庚,刘胤君,梁佳伟"
刀尖舞者,8.0分,"赵菲,储小蕾"
导弹精兵成长记,6.0分,胡峥、陈康
吃货情缘,8.0分,尘冰 丁美懿
初恋是CV大神,8.0分,"王莫涵,铭亮,方晓东,李筱玥"
保镖小姐与初恋先生,8.0分,于乃佳 刘祉驿
报告王爷，王妃是只猫,8.0分,"袁雨萱,张炯敏,陈品延,蔡祥宇,高智洋,王宥钧,张雷,孙泽霖"
菜鸟遇到爱,6.0分,任子豪 王波 李彤年
超级玩家,7.0分,"田雷,逯子,杨天琪,张何昊臻,韩春南"
乘龙怪婿第二季,6.0分,"三毛,潘结,刘汗"
乘龙怪婿第三季,6.0分,"张颂文,潘洁,刘汗"
乘龙怪婿第四季,7.0分,"潘结,陈坚雄,张莹,蔡紫芬,刘云明"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
403公寓,7.0分,胡建峰 张若琳
埃博拉前线,8.0分,"罗晋,毛晓彤,许亚军,刘天佐,宁理,吴优,章涛,张澍,侯煜,王建国,李子璇,王浩钧,刘一莹"
最后一个女神,6.0分,"蒙恩,曹琦,祖怀,冯俊杰,韩明希"
最佳女配：阿尔法之境,6.0分,"白雪,张睿家,罗诠浩,齐铭嘉,徐洁儿,楼佳悦,陈震,刘若嫣,谢园,隆妮,向云龙,刘凯菲"
最美不过遇见你,8.0分,"彭楚粤,韩沐依,徐凯鑫,付伟伦"
罪恶消亡史,6.0分,"于青斌,顾权,刘楚玄,笑赫,权友,谭建昌,刘旭"
最强狂兵,8.0分,"于跃,张澎澎,关亚,王霏,安雅萍,杨舒,薛景瑞,陈斌,杨琪芳,朱墨"
最强男神,7.0分,"张思帆,张新成,崔宝月,叶筱玮"
左轮手枪,8.0分,"林永健,蒋欣,宋佳,张楚楚,张晞临,邓莎"
醉拳,6.4分,"张家辉,孙莉,袁咏仪,Anita,Yuen,郭亮,吴孟达,廖京生,崔杰,吴玉芳"
左眼诡事,5分,"叶祖新,王秋紫,张璇,康磊,宗峰岩,刘科,景岗山,雷诺儿,吴晴"
真爱遇到他,8.0分,"安以轩,贺军翔,弦子,信,付辛博"
真凶难逃,6.0分,"张琰琰,刘旭,吴迪,马迎春,周征波,党涛"
诊室疯云,8.0分,"陈一,回想,王培祎,刘梦梦"
镇灵攻略第二季,6.0分,"符龙飞,洪紫琳,邓靖弘"
知青2012,7.0分,"唐曾,傅晶,王凯,张龄心,程枫,李欣凌,霍亚明,李倩,周游,苏茂洋,瑛子,李超,任帅,杨圣文,王双宝,刘威,岳红,杨立新,岳旸,王姬,王奎荣,李强,赵亮,范志博,蒋欣,冯雷,吕凉,费伟妮,韩丹彤,缪婷茹,林依婷,王海地,潘晓莉,唐静,黑妹,刘向京,黄小蕾"
整容的诱惑,8.0分,"陈玺安,马小媛,林铭乐,念贤儿,王耿豪,刘小婉,纪子墨"
只是未婚妻的关系,6.0分,"林可汉,陆元,成乔斯,罗雅夫"
只为那一刻与你相见,6.0分,"陆毅,李一桐,施诗,宋晨,王羿均,刘小震,杨金承"
只想遇见你,8.0分,内详
致命X,7.0分,"田川(演员),史磊,蔡华,王嘉宁"
致命愿望,6.0分,"冯绍峰,文淇,范丞丞,郭子凡,邵兵,杨蓉"
致命主妇,7.0分,"孙语涵,陶醉,董昕赟,张爱月,王星玮,陈艺嘉"
中二病会传染,6.0分,"易柏辰,马振桓,韩忠羽,郑丞丞,于美红"
中国远征军2011,8.0分,"黄志忠,张丰毅,柯蓝,李玥,刘小宁,谭凯,岳红,徐永革,李欣凌,柯志凌,大冢匡将"
终极教师2,7.0分,"李柏谊,孙佳奇,刘颖伦,郭云齐"
终极笔记,9.0分,"曾舜晞,成方旭,肖宇梁,刘昱晗,万沛鑫,哈妮克孜"
钟馗传说,6.0分,"欧阳震华,王艳,李倩,金玉婷,潘长江,唐一菲,甘婷婷,娄宇健,杨大鹏,张世"
钟馗捉妖记,4.1分,"杨旭文,杨蓉,麦迪娜,李子峰,丁子峻,成梓宁"
重生2020,6.0分,"张译,赵子琪,张昊唯,刘冠成,程小蒙,赵今麦,江柏萱,宋春丽,吕凉,高捷,潘粤明,李宗翰,徐佳,刘金山,赵龙豪,赵达,张铎,冯国强,宁晓志,王钢,冯晖,汪洋,肖显鹏,高文峰,毕英杰,林鹏,吴文璟,刘柏希,刘子玄,闫鹏,冯小勐,刘杰毅,王初伊,黄毅,李佳蔚,边天扬,曲国强,康群智,杨阳,王大山,任洛敏,东滨,谭正,陈伟,王筝,王洁,白茹,蔡蝶,王虹博,刘红星,刘冠霖,袁满,高原,李朵,黄烁文,王晴,迪玛,康琳浠,刘冰,宋照明,骆言,曹宇宙,赵亦骥,旌鸣"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
周生如故,9.4分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
主播公寓,8.0分,"纪小纪,小黑龙,大表哥"
竹马钢琴师,6.0分,"金雯昕,方逸伦,文苡帆,李向哲"
住我对面的小哥哥,8.0分,"赵弈钦,丁一一,潘紫妍,刘彦呈,何与,刘芷微,花钰杰,刘梦茹"
住在我隔壁的甲方,7.0分,"谢彬彬,王子璇,翟冠华,朱然,柯颖,杨冬麒,刘哲珲,陈梦希,马力"
祝卿好,4.5分,"袁冰妍,郑业成,米热,张月,杨志雯,郭笑天,毛方圆"
壮志高飞,8.0分,"陈乔恩,郑恺,朱梓骁"
总裁虐我千百遍,8.0分,"杨欣颖,蔡乙嘉,张庆庆,金宁,褚前"
追爱家族,6.0分,"郭京飞,贾乃亮,谭卓,熊梓淇,吴优,杨新鸣,冯晖,杨雨潼,隗天佑"
追梦者联盟,7.0分,"金泽,李莎旻子,刘书源,李欣燃"
追球,5.6分,"范世錡,卜冠今,李艺彤,黄圣池,朱元冰,李汶翰,卢洋洋,洪潇,李希侃,张智尧,张双利,刘威葳,陈丽娜,崔雅涵,张叹,杨亘,鞠可儿"
总裁在上1：初见初念,6.0分,"朱圣祎,潘子剑"
最好的朋友,6.0分,"徐新驰,陈沐,王悦伊,王一钧,魏尊,杨皓羽,文哲,董子凡,徐思祁,上官喜爱"
最好的时代,8.0分,"陈星旭,胡冰卿,王学圻,俞灏明,李幼斌,张晨光,秦焰,唐旭,是安,刘琳,柳岩,梁琛,曹曦文,李文玲"
最佳损友,7.0分,"叶梓棠,杨礼,宋昭坤,林晨,沈必元,雷宁,汪小茜"
最酷的世界,6.0分,"周雨彤,王东,李宏毅,关芯,陈瑾如,泽南,刘芸,朱雨辰,曹磊,保剑锋"
又是努力的一天呢,8.0分,"丁敬一,张心怡,初俊辰,查祎琛,白杰,史雅欣"
有猫在,6.0分,"王京莉,谢欣桐"
余生多指教,6.0分,"团团,文鸿毅,王宏博,李倩"
遇见自己,6.0分,"王希,张心怡"
遇龙,6.0分,"王鹤棣,祝绪丹,邓为,潘美烨,朱赞锦,代文雯,战宇,杨之楹"
御赐小医仙,6.0分,"刘李优优,吴一逊"
御狐之绊第二季,6.0分,"冯铭潮,张籽沐,吕艳蓓,郭祥鹏,蒋欣奇,奚美娟,方晓莉,张明明,阳光"
原来时光都记得,6.0分,"李歌洋,陈芳彤,龚锐,温茉言,任运杰,罗奕,李扬,涂滨滨,徐樱洛,张星禾"
原来你是这样的顾先生,6.0分,"陈靖可,严智超,郭耘奇,朱丹妮,辛瑞琪,丁嘉文,钟伟伦"
约定期间爱上你,8.0分,"任言恺,程小蒙"
云上的诱惑,6.0分,"李泰兰,张博,谭凯,曾泳醍,殷叶子,龚海铭,李泰,艾东"
月陨回声,8.0分,"刘畅,泽南"
云泽传,6.0分,"王学习·吉吉,彭静娴"
再见，将来,8.0分,"李萌萌,罗诠浩,郭秋成,沈泰,王永超,马宁宁,王紫,姜志刚,文静"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
人民的名义,8.3分,"陆毅,柯蓝,张丰毅,吴刚"
武林外传,9.5分,"闫妮,姚晨,沙溢,喻恩泰,姜超,倪虹洁,王莎莎,范明,肖剑,于娟,张歆艺,张青,吴明鸿,张少华,霍曼迪,黄小蕾,徐贤海,梁振亚,刘亚津,郑美林,王磊,俞白眉,王庆,刘向东,全权,刘旭,张跃,甄麦娟,刘敏,蒋卉,唐静,娄茗,沈怀玲,杨树泉,曾惠,王彦波,王修浩,裴庆臣,胡宁芳,洪剑涛,田玲,宁财神,程娇娥,王超,许可,唐浚,王向明,陈铮,吴京安,安佰平,李业勇,柳长海,邓峰,齐俊生,帅华生,郭振营,马爱国,马怀平,毛孩,周炜,林永健,朱龙广,张滨,赵金鼎,王红波,刘惠,商子见,张茜,李明辉,许翔宇,李景琛,"
琅琊榜,9.3分,"胡歌,刘涛,王凯,陈龙,黄维德,靳东,高鑫,张棪琰,张龄心,王鸥,周奇奇,吴磊,张晓谦,郑毓芝,丁勇岱,王劲松,刘奕君,刘敏涛,程枫,郭晓然,匡牧野,陈丽娜,宁文彤,杨雨婷,谭希和,方晓莉,张哲瀚,钟卫华,张雨剑,乔欣,王永泉,魏伟,王宏,赵一龙,卢杉,刘冠霖"
再过把瘾,7.4分,"黄勐,秦海璐,吴超,杨紫嫣"
在悠长的时光里等你,6.0分,"田曦薇,张永博,于跃,杨尚娴,喻言,徐洪浩,夏侯镔,孙岚,薛景瑞"
站住！花小姐,7.0分,"戚砚笛,张赫,高基才,苏梦迪,刘胤君,吴明晶,张层层,吴天昊,薛八一"
绽放吧百合,6.0分,"姚芊羽,李凤绪,李诚儒,赵丽娟,李肖宁,周梦萱"
张震讲故事,8.0分,"郝劭文,张俪,范植伟,李心艾"
这个杀手不改需求,8.0分,"倪寒尽,李梦颖,程相,宋海颉"
赵氏孤儿案,8.1分,"吴秀波,孙淳,应采儿,王雨,练练,郑昊,战菁一,郭晓婷,姬他,周野芒,秦焰,张译文,徐露,侯长荣,一真,徐卫"
这个王妃有点萌,6.0分,闫金凤 / 柳甯
这个世界不看脸,8.0分,"吴倩,张鲁一,张萌,张予曦"
这个学长有点甜,7.0分,"姜竣瀚,闫笑,赵文浩,高曼尔"
贞观长歌,6.0分,"唐国强,张澜澜,聂远,白庆琳"
珍馐记,8.0分,"何瑞贤,王星越,潘斌龙,刘敏,锤娜丽莎,臧洪娜,管乐,嗯呐朱莉,卜冠今,辣目洋子,周大为,周英俊,冯满,娄滋博,向夏,张垒,刘背实,童瓜"
贞观之治,9.2分,"马跃,苗圃,马精武,马少骅,陆剑民,金士杰"
真爱的谎言之破冰者,4.6分,"罗晋,潘之琳,张晨光,曹征"
真相,8.0分,"陈星旭,盖玥希,许亚军,刘畅,温峥嵘,傅方俊"
镇魂,8.0分,"白宇,朱一龙,辛鹏,高雨儿"
轩辕剑之天之痕,6.1分,"胡歌,蒋劲夫,刘诗诗,唐嫣,古力娜扎,林更新,郑佩佩,叶童,吴启华,高雄,马天宇,巴森,李呈媛,吕一,叶青,米雪"
征服,8.9分,"孙红雷,石兆琪,江珊,刘威葳,李易祥,张立,倪土,曹珊姗,董子武,周晓鸥,王宝德,张日辉,李梦男,白红标,何铁红,马小明,巩固,魏瑞祥,王宁,吴俣,刘丹,李班,周建军,刘洁,卢梅平,邸秀英,紫琪,倮倮,李育生,张垒,李仁堂,红花,斌子,苏丽,端木新卉,杨力蕲,于又川,周振国,刘冯宝真,陈亚南,李嘉,沈振峰"
只是结婚的关系,7.0分,"王玉雯,王子奇,易柏辰"
余生，请多指教2022,9.5分,"杨紫,肖战,翟子路,马渝捷,李沐宸,李昀锐,王成阳,赵诗意"
与狼共舞2,8.0分,"傅浤鸣,侯梦莎,程愫,赵荀,宁晓志,任柯诺,吴国华,安雅萍"
月是故乡明,7.0分,"王茜华,沈航,冯国庆,刘晨霞,荆浩,张瀚文"
再见那一天,8.0分,"胡军,李光洁,蒋欣,齐奎,李感"
在桃花盛开的地方,7.0分,"丁柳元,刘之冰,丁勇岱,王姬,孙维民,岳红 Hong Yue"
一屋高才生,7.0分,"邢冬冬,汪小壹,邵庄,姚梦,安宁,柳小刀"
医是医，二是二,7.0分,内详
一纸寄风月,7.0分,"赵嘉敏,朱元冰"
倚天屠龙记(苏有朋),8.0分,"苏有朋,贾静雯,高圆圆,张国立,张铁林,陶虹,徐锦江,王刚,郭妃丽,释小龙,梁天,董晓燕,陈紫函,阎青妤,严敏裘,陈秀丽,鲍逸琳,林静,袁苑,姬麒麟,刘长生,于文仲,杜玉明,韩夫一,刘恒宇,王岗,叶静,晋松,詹小楠,刘思彤,李庆祥,郝柏杰,沈保平"
艺术学院那些事儿,6.0分,"刘圆媛,合文俊,欧丽娅,杨凯如,蔡知辰,宁梓杨,陈贵奔"
异镇,7.6分,"王千源,王力可,王挺,周放,张洪睿,秦俊杰,蒙亭宜,李立群,牛犇"
庆余年,7.9分,"张若昀,李沁,陈道明,吴刚,郭麒麟,李小冉,肖战,宋轶,于荣光,王阳,李纯,田雨,刘桦,于小伟"
家有儿女,8.8分,"宋丹丹,高亚麟,张一山,杨紫"
大宋提刑官,9.2分,"何冰,罗海琼,谢兰,王海燕,郭达,沈傲君,范伟,苗圃,杜志国,何政军,午马,严顺开,郭冬临,牛犇,凌峰,洪剑涛,雷恪生,艾丽娅,赵亮,岳丽娜,周舟"
士兵突击,9.3分,"陈思诚,王宝强,张译,李晨,段奕宏,邢佳栋,范雷,罗京民,王大治,高峰,张国强,李博,刘天佐,李泓良,李京,陈文波,李胜荣,曹克难,"
陈情令,7.9分,"肖战,王一博,孟子义"
后宫·甄嬛传,9.1分,"孙俪,陈建斌,蔡少芬,李东学"
亮剑,9.3分,"李幼斌,何政军,张光北,童蕾,孙俪,战卫华,陆彭,张桐,由力,王全有,张笑君,梁林琳,杨联春,车晓彤,陈艺戈,江水,宗利群,张伟,陈旺林,袁满,张国荣,董祁明,王炎冰,蔡小龙,徐雷智,田勇,郭苏星,田春山,荣钦,柴孛志,赵中华,李江,张建祥,孟耿成,陈增祺,寒丰,袁乃旗,韩建平,常玉平,那志东"
